,Goodreads_BookID,Genres,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7,BookID
0,2657,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'Literature', 'Young Adult', 'Historical']",Classics,Fiction,Historical Fiction,School,Literature,Young Adult,Historical,4
1,11870085,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Teen', 'Coming Of Age', 'Novels']",Young Adult,Fiction,Contemporary,Realistic Fiction,Teen,Coming Of Age,Novels,6
2,3,"['Fantasy', 'Fiction', 'Young Adult', 'Magic', 'Childrens', 'Middle Grade', 'Audiobook']",Fantasy,Fiction,Young Adult,Magic,Childrens,Middle Grade,Audiobook,2
3,2767052,"['Young Adult', 'Fiction', 'Fantasy', 'Science Fiction', 'Teen', 'Audiobook', 'Post Apocalyptic']",Young Adult,Fiction,Fantasy,Science Fiction,Teen,Audiobook,Post Apocalyptic,1
4,960,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Suspense', 'Adventure', 'Crime']",Fiction,Mystery,Thriller,Mystery Thriller,Suspense,Adventure,Crime,9
5,5107,"['Classics', 'Fiction', 'Young Adult', 'Literature', 'School', 'Coming Of Age', 'Novels']",Classics,Fiction,Young Adult,Literature,School,Coming Of Age,Novels,8
6,13335037,"['Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Romance', 'Teen']",Young Adult,Dystopia,Fantasy,Fiction,Science Fiction,Romance,Teen,12
7,5907,"['Fantasy', 'Classics', 'Fiction', 'Adventure', 'Young Adult', 'High Fantasy', 'Science Fiction Fantasy']",Fantasy,Classics,Fiction,Adventure,Young Adult,High Fantasy,Science Fiction Fantasy,7
8,4671,"['Classics', 'Fiction', 'School', 'Historical Fiction', 'Romance', 'Literature', 'Novels']",Classics,Fiction,School,Historical Fiction,Romance,Literature,Novels,5
9,77203,"['Fiction', 'Historical Fiction', 'Contemporary', 'Novels', 'Historical', 'Literature', 'School']",Fiction,Historical Fiction,Contemporary,Novels,Historical,Literature,School,11
10,5470,"['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'Literature', 'Politics', 'Novels']",Classics,Fiction,Science Fiction,Dystopia,Literature,Politics,Novels,13
11,1885,"['Fiction', 'Historical Fiction', 'Historical', 'Literature', 'Audiobook', 'Novels', 'Historical Romance']",Fiction,Historical Fiction,Historical,Literature,Audiobook,Novels,Historical Romance,10
12,2429135,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary']",Fiction,Mystery,Thriller,Crime,Mystery Thriller,Suspense,Contemporary,16
13,6148028,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Audiobook']",Young Adult,Dystopia,Fiction,Fantasy,Science Fiction,Romance,Audiobook,17
14,41865,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Vampires', 'Paranormal', 'Paranormal Romance']",Fantasy,Young Adult,Romance,Fiction,Vampires,Paranormal,Paranormal Romance,3
15,7613,"['Classics', 'Fiction', 'Dystopia', 'Fantasy', 'School', 'Literature', 'Science Fiction']",Classics,Fiction,Dystopia,Fantasy,School,Literature,Science Fiction,14
16,2,"['Young Adult', 'Fiction', 'Magic', 'Childrens', 'Audiobook', 'Adventure', 'Middle Grade']",Young Adult,Fiction,Magic,Childrens,Audiobook,Adventure,Middle Grade,21
17,12232938,"['Fiction', 'Mystery', 'Young Adult', 'Contemporary', 'Fantasy', 'Crime', 'Thriller']",Fiction,Mystery,Young Adult,Contemporary,Fantasy,Crime,Thriller,22
18,7260188,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure']",Young Adult,Dystopia,Fiction,Fantasy,Science Fiction,Romance,Adventure,20
19,968,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Historical Fiction', 'Suspense', 'Adventure']",Fiction,Mystery,Thriller,Mystery Thriller,Historical Fiction,Suspense,Adventure,26
20,48855,"['Classics', 'Nonfiction', 'Biography', 'Memoir', 'Historical', 'Holocaust', 'Autobiography']",Classics,Nonfiction,Biography,Memoir,Historical,Holocaust,Autobiography,15
21,136251,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Adventure', 'Audiobook']",Fantasy,Young Adult,Fiction,Magic,Childrens,Adventure,Audiobook,25
22,5,"['Fantasy', 'Fiction', 'Young Adult', 'Magic', 'Childrens', 'Middle Grade', 'Audiobook']",Fantasy,Fiction,Young Adult,Magic,Childrens,Middle Grade,Audiobook,18
23,15881,"['Fantasy', 'Fiction', 'Young Adult', 'Magic', 'Childrens', 'Middle Grade', 'Audiobook']",Fantasy,Fiction,Young Adult,Magic,Childrens,Middle Grade,Audiobook,23
24,18135,"['Classics', 'Plays', 'Fiction', 'School', 'Drama', 'Read For School', 'Literature']",Classics,Plays,Fiction,School,Drama,Read For School,Literature,29
25,6,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Audiobook', 'Middle Grade']",Fantasy,Young Adult,Fiction,Magic,Childrens,Audiobook,Middle Grade,24
26,34,"['Fantasy', 'Classics', 'Fiction', 'Adventure', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy']",Fantasy,Classics,Fiction,Adventure,High Fantasy,Science Fiction Fantasy,Epic Fantasy,19
27,930,"['Fiction', 'Historical Fiction', 'Romance', 'Historical', 'Japan', 'Adult', 'Novels']",Fiction,Historical Fiction,Romance,Historical,Japan,Adult,Novels,33
28,7624,"['Classics', 'Fiction', 'Young Adult', 'School', 'Literature', 'Dystopia', 'Read For School']",Classics,Fiction,Young Adult,School,Literature,Dystopia,Read For School,28
29,100915,"['Fantasy', 'Fiction', 'Young Adult', 'Childrens', 'Classics', 'Middle Grade', 'Adventure']",Fantasy,Fiction,Young Adult,Childrens,Classics,Middle Grade,Adventure,37
30,1,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Audiobook', 'Adventure']",Fantasy,Young Adult,Fiction,Magic,Childrens,Audiobook,Adventure,27
31,13496,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Adult', 'Science Fiction Fantasy', 'Adventure']",Fantasy,Fiction,Epic Fantasy,High Fantasy,Adult,Science Fiction Fantasy,Adventure,39
32,8442457,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Crime', 'Suspense', 'Contemporary']",Fiction,Mystery,Thriller,Mystery Thriller,Crime,Suspense,Contemporary,30
33,19501,"['Nonfiction', 'Memoir', 'Travel', 'Biography', 'Romance', 'Chick Lit', 'Spirituality']",Nonfiction,Memoir,Travel,Biography,Romance,Chick Lit,Spirituality,40
34,4667024,"['Fiction', 'Historical Fiction', 'Historical', 'Adult', 'Adult Fiction', 'Contemporary', 'Audiobook']",Fiction,Historical Fiction,Historical,Adult,Adult Fiction,Contemporary,Audiobook,31
35,890,"['Fiction', 'Classics', 'School', 'Historical Fiction', 'Literature', 'Read For School', 'Novels']",Fiction,Classics,School,Historical Fiction,Literature,Read For School,Novels,32
36,10818853,"['Romance', 'Fiction', 'Erotica', 'BDSM', 'Adult', 'Contemporary', 'Contemporary Romance']",Romance,Fiction,Erotica,BDSM,Adult,Contemporary,Contemporary Romance,34
37,1934,"['Fiction', 'Historical Fiction', 'Young Adult', 'Romance', 'Historical', 'Literature', 'Childrens']",Fiction,Historical Fiction,Young Adult,Romance,Historical,Literature,Childrens,42
38,865,"['Fiction', 'Classics', 'Fantasy', 'Philosophy', 'Novels', 'Spirituality', 'Self Help']",Fiction,Classics,Fantasy,Philosophy,Novels,Spirituality,Self Help,35
39,14050,"['Fiction', 'Romance', 'Fantasy', 'Time Travel', 'Science Fiction', 'Contemporary', 'Adult']",Fiction,Romance,Fantasy,Time Travel,Science Fiction,Contemporary,Adult,38
40,3636,"['Young Adult', 'Fiction', 'Classics', 'Dystopia', 'Science Fiction', 'Fantasy', 'School']",Young Adult,Fiction,Classics,Dystopia,Science Fiction,Fantasy,School,36
41,15931,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Classics', 'Adult Fiction']",Romance,Fiction,Chick Lit,Contemporary,Adult,Classics,Adult Fiction,44
42,28187,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']",Fantasy,Young Adult,Mythology,Fiction,Middle Grade,Adventure,Greek Mythology,41
43,19063,"['Historical Fiction', 'Fiction', 'Young Adult', 'Classics', 'Historical', 'War', 'World War II']",Historical Fiction,Fiction,Young Adult,Classics,Historical,War,World War II,47
44,30119,"['Poetry', 'Childrens', 'Classics', 'Fiction', 'Humor', 'Young Adult', 'Picture Books']",Poetry,Childrens,Classics,Fiction,Humor,Young Adult,Picture Books,50
45,113436,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Magic', 'High Fantasy']",Fantasy,Young Adult,Fiction,Dragons,Adventure,Magic,High Fantasy,53
46,10210,"['Fiction', 'Classics', 'Historical Fiction', 'Gothic', 'Literature', 'Historical', 'School']",Fiction,Classics,Historical Fiction,Gothic,Literature,Historical,School,43
47,4214,"['Fiction', 'Fantasy', 'Classics', 'Adventure', 'Magical Realism', 'Novels', 'Literature']",Fiction,Fantasy,Classics,Adventure,Magical Realism,Novels,Literature,45
48,43641,"['Fiction', 'Historical Fiction', 'Romance', 'Historical', 'Adult', 'Adult Fiction', 'Contemporary']",Fiction,Historical Fiction,Romance,Historical,Adult,Adult Fiction,Contemporary,46
49,4381,"['Fiction', 'Science Fiction', 'Dystopia', 'Classics', 'School', 'Literature', 'Novels']",Fiction,Science Fiction,Dystopia,Classics,School,Literature,Novels,48
50,1162543,"['Fantasy', 'Young Adult', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance']",Fantasy,Young Adult,Romance,Vampires,Fiction,Paranormal,Paranormal Romance,56
51,37435,"['Fiction', 'Historical Fiction', 'Classics', 'Young Adult', 'Historical', 'Contemporary', 'Adult Fiction']",Fiction,Historical Fiction,Classics,Young Adult,Historical,Contemporary,Adult Fiction,57
52,2956,"['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Adventure', 'Young Adult', 'School']",Fiction,Classics,Historical Fiction,Literature,Adventure,Young Adult,School,58
53,49041,"['Fantasy', 'Young Adult', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance']",Fantasy,Young Adult,Romance,Vampires,Fiction,Paranormal,Paranormal Romance,49
54,428263,"['Young Adult', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance', 'Supernatural']",Young Adult,Romance,Vampires,Fiction,Paranormal,Paranormal Romance,Supernatural,52
55,11,"['Science Fiction', 'Fiction', 'Humor', 'Fantasy', 'Comedy', 'Audiobook', 'Science Fiction Fantasy']",Science Fiction,Fiction,Humor,Fantasy,Comedy,Audiobook,Science Fiction Fantasy,54
56,5129,"['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'Literature', 'Novels', 'School']",Classics,Fiction,Science Fiction,Dystopia,Literature,Novels,School,55
57,256683,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Vampires']",Fantasy,Young Adult,Romance,Paranormal,Urban Fantasy,Fiction,Vampires,51
58,119322,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Middle Grade', 'Science Fiction']",Fantasy,Young Adult,Fiction,Childrens,Adventure,Middle Grade,Science Fiction,62
59,22557272,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Crime', 'Suspense', 'Contemporary']",Fiction,Mystery,Thriller,Mystery Thriller,Crime,Suspense,Contemporary,61
60,128029,"['Fiction', 'Historical Fiction', 'Historical', 'Novels', 'Classics', 'War', 'Adult']",Fiction,Historical Fiction,Historical,Novels,Classics,War,Adult,67
61,4981,"['Fiction', 'Science Fiction', 'Classics', 'Historical Fiction', 'War', 'Literature', 'Novels']",Fiction,Science Fiction,Classics,Historical Fiction,War,Literature,Novels,65
62,18405,"['Historical Fiction', 'Fiction', 'Romance', 'Classics', 'Historical', 'Literature', 'War']",Historical Fiction,Fiction,Romance,Classics,Historical,Literature,War,66
63,24178,"['Classics', 'Fiction', 'Childrens', 'Fantasy', 'Young Adult', 'Middle Grade', 'Animals']",Classics,Fiction,Childrens,Fantasy,Young Adult,Middle Grade,Animals,59
64,1618,"['Fiction', 'Mystery', 'Young Adult', 'Classics', 'Autistic Spectrum Disorder', 'Novels', 'Contemporary']",Fiction,Mystery,Young Adult,Classics,Autistic Spectrum Disorder,Novels,Contemporary,60
65,22628,"['Young Adult', 'Fiction', 'Coming Of Age', 'Classics', 'Romance', 'Mental Health', 'Realistic Fiction']",Young Adult,Fiction,Coming Of Age,Classics,Romance,Mental Health,Realistic Fiction,68
66,11588,"['Horror', 'Fiction', 'Thriller', 'Classics', 'Fantasy', 'Paranormal', 'Mystery']",Horror,Fiction,Thriller,Classics,Fantasy,Paranormal,Mystery,72
67,10917,"['Fiction', 'Chick Lit', 'Young Adult', 'Drama', 'Adult', 'Adult Fiction', 'Realistic Fiction']",Fiction,Chick Lit,Young Adult,Drama,Adult,Adult Fiction,Realistic Fiction,64
68,18490,"['Horror', 'Fiction', 'Science Fiction', 'Gothic', 'Fantasy', 'School', 'Literature']",Horror,Fiction,Science Fiction,Gothic,Fantasy,School,Literature,71
69,6185,"['Classics', 'Fiction', 'Romance', 'Gothic', 'Historical Fiction', 'Literature', 'Historical']",Classics,Fiction,Romance,Gothic,Historical Fiction,Literature,Historical,63
70,11735983,"['Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Romance', 'Adventure']",Young Adult,Dystopia,Fantasy,Fiction,Science Fiction,Romance,Adventure,69
71,375802,"['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Dystopia']",Science Fiction,Fiction,Young Adult,Fantasy,Classics,Science Fiction Fantasy,Dystopia,70
72,1381,"['Classics', 'Fiction', 'Poetry', 'Mythology', 'Fantasy', 'School', 'Literature']",Classics,Fiction,Poetry,Mythology,Fantasy,School,Literature,79
73,38709,"['Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Classics', 'School', 'Realistic Fiction']",Young Adult,Fiction,Middle Grade,Childrens,Classics,School,Realistic Fiction,77
74,157993,"['Fiction', 'Fantasy', 'Childrens', 'France', 'Philosophy', 'Young Adult', 'Literature']",Fiction,Fantasy,Childrens,France,Philosophy,Young Adult,Literature,80
75,1656001,"['Young Adult', 'Fantasy', 'Science Fiction', 'Romance', 'Fiction', 'Dystopia', 'Paranormal']",Young Adult,Fantasy,Science Fiction,Romance,Fiction,Dystopia,Paranormal,73
76,227443,"['Fiction', 'Chick Lit', 'Romance', 'Humor', 'Contemporary', 'Comedy', 'Adult']",Fiction,Chick Lit,Romance,Humor,Contemporary,Comedy,Adult,75
77,14935,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Historical', 'Audiobook', 'Classic Literature']",Classics,Fiction,Historical Fiction,Literature,Historical,Audiobook,Classic Literature,76
78,99561,"['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Realistic Fiction', 'Coming Of Age', 'Teen']",Young Adult,Fiction,Contemporary,Romance,Realistic Fiction,Coming Of Age,Teen,74
79,5139,"['Chick Lit', 'Fiction', 'Contemporary', 'Romance', 'Adult', 'Humor', 'Adult Fiction']",Chick Lit,Fiction,Contemporary,Romance,Adult,Humor,Adult Fiction,78
80,7677,"['Science Fiction', 'Fiction', 'Thriller', 'Adventure', 'Fantasy', 'Horror', 'Classics']",Science Fiction,Fiction,Thriller,Adventure,Fantasy,Horror,Classics,84
81,1953,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Historical', 'Novels', 'School']",Classics,Fiction,Historical Fiction,Literature,Historical,Novels,School,83
82,370493,"['Childrens', 'Classics', 'Fiction', 'Picture Books', 'Poetry', 'Young Adult', 'Fantasy']",Childrens,Classics,Fiction,Picture Books,Poetry,Young Adult,Fantasy,85
83,1845,"['Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School']",Nonfiction,Biography,Adventure,Classics,Memoir,Nature,School,82
84,7445,"['Nonfiction', 'Memoir', 'Biography', 'Biography Memoir', 'Autobiography', 'Book Club', 'Audiobook']",Nonfiction,Memoir,Biography,Biography Memoir,Autobiography,Book Club,Audiobook,81
85,1617,"['Nonfiction', 'Classics', 'Memoir', 'Holocaust', 'Biography', 'School', 'Historical']",Nonfiction,Classics,Memoir,Holocaust,Biography,School,Historical,87
86,6186357,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Post Apocalyptic', 'Teen']",Young Adult,Dystopia,Science Fiction,Fiction,Fantasy,Post Apocalyptic,Teen,91
87,231804,"['Classics', 'Young Adult', 'Fiction', 'School', 'Read For School', 'Coming Of Age', 'Realistic Fiction']",Classics,Young Adult,Fiction,School,Read For School,Coming Of Age,Realistic Fiction,90
88,21787,"['Fantasy', 'Classics', 'Fiction', 'Romance', 'Humor', 'Young Adult', 'Adventure']",Fantasy,Classics,Fiction,Romance,Humor,Young Adult,Adventure,89
89,32542,"['Fiction', 'Thriller', 'Mystery', 'Crime', 'Suspense', 'Legal Thriller', 'Mystery Thriller']",Fiction,Thriller,Mystery,Crime,Suspense,Legal Thriller,Mystery Thriller,86
90,5060378,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary']",Fiction,Mystery,Thriller,Crime,Mystery Thriller,Suspense,Contemporary,98
91,17245,"['Horror', 'Fiction', 'Fantasy', 'Classics', 'Vampires', 'Gothic', 'Paranormal']",Horror,Fiction,Fantasy,Classics,Vampires,Gothic,Paranormal,97
92,6442769,"['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Mystery', 'Realistic Fiction', 'Coming Of Age']",Young Adult,Fiction,Contemporary,Romance,Mystery,Realistic Fiction,Coming Of Age,88
93,2998,"['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Fantasy']",Classics,Fiction,Childrens,Young Adult,Historical Fiction,Middle Grade,Fantasy,93
94,11857408,"['Romance', 'Fiction', 'Erotica', 'BDSM', 'Adult', 'Contemporary', 'Contemporary Romance']",Romance,Fiction,Erotica,BDSM,Adult,Contemporary,Contemporary Romance,99
95,320,"['Fiction', 'Magical Realism', 'Literature', 'Fantasy', 'Novels', 'Historical Fiction', 'Spanish Literature']",Fiction,Magical Realism,Literature,Fantasy,Novels,Historical Fiction,Spanish Literature,94
96,1202,"['Nonfiction', 'Economics', 'Business', 'Science', 'Psychology', 'Sociology', 'Finance']",Nonfiction,Economics,Business,Science,Psychology,Sociology,Finance,92
97,5297,"['Classics', 'Fiction', 'Horror', 'Fantasy', 'Gothic', 'Literature', 'Novels']",Classics,Fiction,Horror,Fantasy,Gothic,Literature,Novels,95
98,19543,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Fantasy', 'Adventure', 'Young Adult']",Picture Books,Childrens,Fiction,Classics,Fantasy,Adventure,Young Adult,102
99,13536860,"['Romance', 'Erotica', 'Fiction', 'BDSM', 'Adult', 'Contemporary', 'Contemporary Romance']",Romance,Erotica,Fiction,BDSM,Adult,Contemporary,Contemporary Romance,96
100,3473,"['Romance', 'Fiction', 'Contemporary', 'Young Adult', 'Chick Lit', 'Adult', 'Contemporary Romance']",Romance,Fiction,Contemporary,Young Adult,Chick Lit,Adult,Contemporary Romance,107
101,4137,"['Nonfiction', 'Memoir', 'Essays', 'Short Stories', 'Comedy', 'Humor', 'Biography']",Nonfiction,Memoir,Essays,Short Stories,Comedy,Humor,Biography,101
102,10572,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Adult', 'Dragons']",Fantasy,Fiction,Epic Fantasy,High Fantasy,Science Fiction Fantasy,Adult,Dragons,110
103,9418327,"['Nonfiction', 'Memoir', 'Humor', 'Biography', 'Audiobook', 'Comedy', 'Autobiography']",Nonfiction,Memoir,Humor,Biography,Audiobook,Comedy,Autobiography,106
104,24280,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'France', 'Historical', 'Novels']",Classics,Fiction,Historical Fiction,Literature,France,Historical,Novels,109
105,10441,"['Fiction', 'Contemporary', 'Historical Fiction', 'Adult Fiction', 'Adult', 'Book Club', 'Drama']",Fiction,Contemporary,Historical Fiction,Adult Fiction,Adult,Book Club,Drama,111
106,7126,"['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'Literature', 'Historical', 'France']",Classics,Fiction,Historical Fiction,Adventure,Literature,Historical,France,103
107,6288,"['Fiction', 'Science Fiction', 'Dystopia', 'Post Apocalyptic', 'Horror', 'Literature', 'Novels']",Fiction,Science Fiction,Dystopia,Post Apocalyptic,Horror,Literature,Novels,104
108,2187,"['Fiction', 'Historical Fiction', 'Contemporary', 'LGBT', 'Classics', 'Literary Fiction', 'Queer']",Fiction,Historical Fiction,Contemporary,LGBT,Classics,Literary Fiction,Queer,115
109,15507958,"['Romance', 'Fiction', 'Contemporary', 'Chick Lit', 'Adult', 'Adult Fiction', 'Audiobook']",Romance,Fiction,Contemporary,Chick Lit,Adult,Adult Fiction,Audiobook,112
110,18710190,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure']",Young Adult,Dystopia,Fiction,Fantasy,Science Fiction,Romance,Adventure,105
111,7763,"['Fiction', 'Historical Fiction', 'Classics', 'China', 'Contemporary', 'Historical', 'Adult Fiction']",Fiction,Historical Fiction,Classics,China,Contemporary,Historical,Adult Fiction,118
112,9416,"['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Humor', 'Adult', 'Contemporary Romance']",Chick Lit,Fiction,Romance,Contemporary,Humor,Adult,Contemporary Romance,108
113,18131,"['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Science Fiction', 'Childrens', 'Middle Grade']",Fantasy,Fiction,Classics,Young Adult,Science Fiction,Childrens,Middle Grade,117
114,38447,"['Fiction', 'Classics', 'Dystopia', 'Science Fiction', 'Feminism', 'Fantasy', 'Adult']",Fiction,Classics,Dystopia,Science Fiction,Feminism,Fantasy,Adult,119
115,452306,"['Young Adult', 'Fiction', 'Chick Lit', 'Contemporary', 'Romance', 'Teen', 'Realistic Fiction']",Young Adult,Fiction,Chick Lit,Contemporary,Romance,Teen,Realistic Fiction,120
116,7604,"['Fiction', 'Literature', 'Russia', 'Novels', 'Romance', 'Russian Literature', 'Literary Fiction']",Fiction,Literature,Russia,Novels,Romance,Russian Literature,Literary Fiction,121
117,168668,"['Fiction', 'Historical Fiction', 'Classics', 'War', 'Humor', 'Literature', 'Novels']",Fiction,Historical Fiction,Classics,War,Humor,Literature,Novels,113
118,6900,"['Nonfiction', 'Memoir', 'Biography', 'Classics', 'Inspirational', 'Philosophy', 'Self Help']",Nonfiction,Memoir,Biography,Classics,Inspirational,Philosophy,Self Help,114
119,7937843,"['Fiction', 'Contemporary', 'Adult', 'Thriller', 'Adult Fiction', 'Audiobook', 'Book Club']",Fiction,Contemporary,Adult,Thriller,Adult Fiction,Audiobook,Book Club,124
120,2612,"['Nonfiction', 'Business', 'Psychology', 'Self Help', 'Sociology', 'Science', 'Economics']",Nonfiction,Business,Psychology,Self Help,Sociology,Science,Economics,127
121,1420,"['Classics', 'Plays', 'Fiction', 'School', 'Literature', 'Read For School', 'Poetry']",Classics,Plays,Fiction,School,Literature,Read For School,Poetry,125
122,24583,"['Classics', 'Fiction', 'Adventure', 'Historical Fiction', 'Young Adult', 'Literature', 'Childrens']",Classics,Fiction,Adventure,Historical Fiction,Young Adult,Literature,Childrens,116
123,37442,"['Fantasy', 'Fiction', 'Adult', 'Retellings', 'Science Fiction Fantasy', 'Witches', 'Adult Fiction']",Fantasy,Fiction,Adult,Retellings,Science Fiction Fantasy,Witches,Adult Fiction,122
124,11084145,"['Biography', 'Nonfiction', 'Business', 'Technology', 'History', 'Biography Memoir', 'Audiobook']",Biography,Nonfiction,Business,Technology,History,Biography Memoir,Audiobook,128
125,332613,"['Fiction', 'Classics', 'Psychology', 'Literature', 'Novels', 'Mental Health', 'School']",Fiction,Classics,Psychology,Literature,Novels,Mental Health,School,129
126,5358,"['Fiction', 'Thriller', 'Mystery', 'Crime', 'Suspense', 'Legal Thriller', 'Mystery Thriller']",Fiction,Thriller,Mystery,Crime,Suspense,Legal Thriller,Mystery Thriller,123
127,8127,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Middle Grade', 'Audiobook']",Classics,Fiction,Young Adult,Historical Fiction,Childrens,Middle Grade,Audiobook,133
128,3431,"['Fiction', 'Contemporary', 'Inspirational', 'Fantasy', 'Classics', 'Spirituality', 'Adult']",Fiction,Contemporary,Inspirational,Fantasy,Classics,Spirituality,Adult,132
129,4395,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Novels', 'School', 'American']",Classics,Fiction,Historical Fiction,Literature,Novels,School,American,131
130,234225,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Classics', 'Audiobook', 'Novels']",Science Fiction,Fiction,Fantasy,Science Fiction Fantasy,Classics,Audiobook,Novels,126
131,6892870,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary']",Fiction,Mystery,Thriller,Crime,Mystery Thriller,Suspense,Contemporary,140
132,3777732,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Vampires']",Fantasy,Young Adult,Romance,Paranormal,Urban Fantasy,Fiction,Vampires,134
133,18007564,"['Science Fiction', 'Fiction', 'Audiobook', 'Adventure', 'Space', 'Adult', 'Thriller']",Science Fiction,Fiction,Audiobook,Adventure,Space,Adult,Thriller,141
134,9460487,"['Fantasy', 'Young Adult', 'Fiction', 'Paranormal', 'Mystery', 'Horror', 'Historical Fiction']",Fantasy,Young Adult,Fiction,Paranormal,Mystery,Horror,Historical Fiction,139
135,10964,"['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance']",Historical Fiction,Romance,Fantasy,Fiction,Time Travel,Historical,Historical Romance,137
136,5043,"['Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Classics', 'Medieval', 'Audiobook']",Historical Fiction,Fiction,Historical,Fantasy,Classics,Medieval,Audiobook,142
137,137791,"['Fiction', 'Chick Lit', 'Contemporary', 'Adult Fiction', 'Southern', 'Adult', 'Historical Fiction']",Fiction,Chick Lit,Contemporary,Adult Fiction,Southern,Adult,Historical Fiction,136
138,62291,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Adult', 'Audiobook']",Fantasy,Fiction,Epic Fantasy,Science Fiction Fantasy,High Fantasy,Adult,Audiobook,135
139,18143977,"['Historical Fiction', 'Fiction', 'Historical', 'War', 'World War II', 'Audiobook', 'Adult']",Historical Fiction,Fiction,Historical,War,World War II,Audiobook,Adult,143
140,1217100,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Mystery', 'Mental Health', 'Teen']",Young Adult,Fiction,Contemporary,Realistic Fiction,Mystery,Mental Health,Teen,147
141,976,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Adventure', 'Science Fiction']",Fiction,Thriller,Mystery,Suspense,Mystery Thriller,Adventure,Science Fiction,145
142,17333223,"['Fiction', 'Contemporary', 'Literary Fiction', 'Audiobook', 'Mystery', 'Art', 'Adult']",Fiction,Contemporary,Literary Fiction,Audiobook,Mystery,Art,Adult,146
